1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
308	-0.629949	-0.629970	0.000070	1.921358	737.971228	0.004015	0.000005	0.004015	8.6	9.0	19.0
309	-0.611026	-0.611045	0.000062	0.950675	770.605130	0.003281	0.000005	0.003281	7.9	9.9	20.2
310	-0.638837	-0.638857	0.000067	0.000000	805.490601	0.003837	0.000005	0.003837	18.0	7.9	27.4
311	-0.622933	-0.622954	0.000069	0.000000	805.490601	0.004088	0.000005	0.004088	8.6	9.6	20.1
312	-0.617938	-0.617959	0.000070	0.000000	805.490601	0.004132	0.000005	0.004132	17.3	8.4	27.0
313	-0.614228	-0.614248	0.000069	0.000000	805.490601	0.003330	0.000005	0.003330	8.0	8.3	17.6
314	-0.643212	-0.643233	0.000070	0.000000	805.490601	0.004028	0.000005	0.004028	9.0	9.0	19.4
315	-0.643995	-0.644015	0.000068	0.000000	805.490601	0.003855	0.000005	0.003855	16.4	12.7	31.5
316	-0.642929	-0.642952	0.000078	0.000000	805.490601	0.004053	0.000006	0.004053	8.1	20.8	32.7
317	-0.611825	-0.611848	0.000079	0.000000	805.490601	0.004472	0.000006	0.004472	7.9	8.6	19.3
318	-0.613811	-0.613832	0.000069	0.000000	805.490601	0.004170	0.000005	0.004170	18.9	12.7	34.4
319	-0.622118	-0.622138	0.000068	1.000000	768.877392	0.003691	0.000005	0.003691	19.0	13.5	35.0
320	-0.623952	-0.623975	0.000076	0.029317	804.367668	0.004030	0.000006	0.004030	8.0	8.7	18.9
321	-0.587304	-0.587325	0.000070	0.000000	805.490601	0.003755	0.000005	0.003755	9.5	18.6	31.7
322	-0.621781	-0.621802	0.000073	0.000000	805.490601	0.003821	0.000005	0.003821	10.8	9.0	21.5
